line	DTT	PH	EW	DTT_F	PH_F	EW_F	DTT_M	PH_M	EW_M	MPH.DTT	MPH.PH	MPH.EW
MG_240_X_MG_1530	-0.231100695597176	-0.19270078835919	0.0590501219532641	-0.154945548148806	0.551485255227094	0.549601341157415	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.129619674800118	-0.802653689236012	-0.550010115927588
MG_255_X_MG_1530	0.873673361403994	-0.435497332781956	1.35896291109966	0.559297863987327	-0.231961927304639	-0.269450310740478	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.557425092835967	-0.10313397932176	0.77841520834374
MG_257_X_MG_1530	0.183189575778253	-0.0331994088113295	-0.435068072128529	0.916419570055415	1.02844295372443	0.0174595701122216	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.656044591107804	-1.19179789068799	-0.308380331752917
MG_258_X_MG_1530	1.1498668756543	-0.447902995635623	0.560975239373806	0.956099759618536	-1.61101739644039	-1.68650199318667	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.510966414322587	1.66651755706741	2.13586053960162
MG_260_X_MG_1530	-0.7834877240978	-2.43989800243263	-0.622554338769719	1.78938374044402	0.584239294854458	-1.18456357613255	-2.78209764348868	-0.882128485218288	-1.59959865280154	-2.67417676145149	-2.66525495470982	0.841982559497773
MG_264_X_MG_1530	-1.05968123834811	0.751901826073899	1.71471840231752	-0.591427633343129	1.20796453190885	0.527619278572919	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.754500947331438	-0.762732769283877	0.160372714746433
MG_270_X_MG_1530	0.597479847153756	-0.568415149071724	1.78786326867533	-0.313666306401287	-1.3077665139153	1.06635566839345	-2.78209764348868	-0.882128485218288	-1.59959865280154	1.08432723233008	1.14191624192851	-0.265949061130426
MG_274_X_MG_1530	-0.231100695597176	1.21622806431304	0.98122792802049	-1.30567104547926	1.53808108711877	0.885882934574819	-2.78209764348868	-0.882128485218288	-1.59959865280154	1.03534712082409	-0.751908971790862	-0.443299901532252
MG_277_X_MG_1530	-0.231100695597176	-0.454611663359732	-0.944680006374897	0.598978053550447	-0.432608020691927	-0.431765860864308	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.867823713037104	0.12272429953268	-0.123208718442762
MG_283_X_MG_1530	-0.7834877240978	0.394617056362692	-1.34823788972808	-0.512067254216888	-1.20000940425478	-1.21261268799035	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.479607714122514	1.86154392452341	0.500920650393681
MG_288_X_MG_1530	1.2879636327795	-0.0500356655414572	-0.047484354991455	1.7497035508809	0.763908082057859	1.05743095098418	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.0896992505666243	-0.920670558089222	-0.98441690189749
MG_294_X_MG_1530	-0.645390966972679	0.856463841555205	-0.0518081894559451	-0.313666306401287	0.251399369922533	-0.0979022943311637	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.499751421441406	0.403102498526232	-0.0319240352291253
MG_295_X_MG_1530	-2.02635853822416	-0.869695532662079	-0.299587925574312	-1.14695028722678	0.217614866278973	2.19113384671635	-2.78209764348868	-0.882128485218288	-1.59959865280154	-1.45015711546744	-0.98692706077439	-1.81226151330224
MG_305_X_MG_1530	0.0450928186531314	-0.706649678013184	-0.250224148771286	-1.02790971853741	0.042288749331333	-1.12525597127961	-2.78209764348868	-0.882128485218288	-1.59959865280154	1.10627119591894	-0.652608170608797	0.961840186762477
MG_307_X_MG_1530	0.735576604278872	0.722614265836921	0.526985096222348	0.301376631827064	-0.0282244415006455	-0.722148907605347	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.640205809494167	0.628616610510072	0.879818070020508
MG_316_X_MG_1530	1.42606038990461	1.67878206500162	0.768999719721366	0.479937484861086	0.291587472295929	1.11454034957864	-2.78209764348868	-0.882128485218288	-1.59959865280154	1.33061943347946	1.03407132499957	-0.70481553710628
MG_324_X_MG_1530	-1.47397150972354	0.47277441186527	-0.879221956842917	-1.06758990810053	0.487007640430245	-0.205306652118955	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.814849366087971	-0.187323024186686	-0.306043270996241
MG_331_X_MG_1530	-0.921584481222916	2.05095195061322	0.309472201355494	-0.154945548148806	0.501139720385713	-0.231817019595841	-2.78209764348868	-0.882128485218288	-1.59959865280154	-1.00722476451957	1.08473697867868	0.26038013443977
MG_340_X_MG_1530	-0.507294209847488	0.463027105337305	0.449756608425905	-1.90087388892607	0.499078791911685	0.174763209966787	-2.78209764348868	-0.882128485218288	-1.59959865280154	1.29478196937857	-0.20908861930436	-0.0615166035903799
MG_342_X_MG_1530	0.321286332903444	-0.793516870678317	-0.922940727539523	0.479937484861086	0.797692585701419	0.327890257930306	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.0581554925770549	-1.55501359924826	-0.784636836942412
MG_353_X_MG_1530	0.873673361403994	0.188330285005043	1.19549794703902	0.122815778793042	-0.164834547516102	1.69746068519402	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.993552261248191	0.344669085527738	-0.960316094002938
MG_356_X_MG_1530	-0.645390966972679	-0.291946091188897	-1.28878516584122	-0.670788012469376	-0.714807992302871	-1.62055580543321	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.144582409407761	0.614271231898837	1.02985834289856
MG_362_X_MG_1530	0.735576604278872	-0.0438328341145265	0.540316919154594	1.47194222393906	-1.35833286250597	-0.833773821409356	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.504265242657836	1.68448140973332	1.01393739752446
MG_363_X_MG_1530	1.2879636327795	1.34560140550178	-0.247581805487423	-0.353346495964407	1.74432112896904	-0.796756028017086	-2.78209764348868	-0.882128485218288	-1.59959865280154	2.00532764459934	-0.868470606479143	0.586039844908062
MG_365_X_MG_1530	0.0450928186531314	0.0128787675023925	-1.67456728528482	0.202176157919283	1.30931804283953	-1.20254490332666	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.132835713184805	-1.449678031625	0.321128173156326
MG_366_X_MG_1530	0.597479847153756	0.87064174195953	-0.402038781080309	0.0831355892299218	-0.102123442713679	-0.52875072098705	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.683939449398072	0.843963172546653	0.227966853121243
MG_369_X_MG_1530	-0.231100695597176	-0.949446222435956	-1.12700169296128	-0.908869149848053	-1.52563607974833	-0.179191961768587	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.628276454190691	1.08974405712679	-0.442201056437294
MG_371_X_MG_1530	NA	NA	NA	0.321216726608599	0.87254844671559	-0.0545536669145605	-2.78209764348868	-0.882128485218288	-1.59959865280154	NA	NA	NA
MG_381_X_MG_1530	1.01177011852918	1.46788579648844	-0.00929048388834897	0.00377521010368125	0.992597521606793	-2.32736704577472	-2.78209764348868	-0.882128485218288	-1.59959865280154	1.28868241767732	0.0407860476841812	2.82277333781271
MG_382_X_MG_1530	0.183189575778253	0.222002798465103	-0.00760899270772192	1.23386108656038	0.237708917465647	-0.163584697333602	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.960655340936025	-0.105748825125983	0.050131589212041
MG_407_X_MG_1530	0.321286332903444	-1.13730340279227	-1.50845997794032	-1.5834323724211	-2.00642121671412	0.207384590842158	-2.78209764348868	-0.882128485218288	-1.59959865280154	2.04377942674599	1.58361944989754	-0.939535783434911
MG_409_X_MG_1530	1.56415714702981	0.55518345796495	1.00584976316558	1.63066298219154	0.26972691111478	-0.285321359926472	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.365333352656335	0.132353101046452	0.633121916508064
MG_412_X_MG_1530	1.56415714702981	0.977575362027491	1.6340068256469	1.11482051787102	1.56590361953113	-0.454759098327677	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.870331041455898	-0.965752258601691	1.10692672104417
MG_413_X_MG_1530	0.183189575778253	0.984064945193468	1.68277006988547	-0.432706875090648	0.551485255227094	-0.891586646006551	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.676401640267353	0.15537506954666	1.64681866846034
MG_416_X_MG_1530	0.321286332903444	1.35269035570394	-0.0102513359915874	0.360896916171719	0.0895428916824411	-0.74571367869591	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.0590303874917969	1.01146037581731	0.645523288495463
MG_428_X_MG_1530	1.01177011852918	-1.56618489002079	-0.0705448054687643	0.0434553996668015	-1.40845758359806	0.688264191940331	-2.78209764348868	-0.882128485218288	-1.59959865280154	1.24847491947247	0.372482372553749	-0.714628496477767
MG_429_X_MG_1530	-0.7834877240978	-2.88472962761595	-0.757794272298251	-0.750148391595572	-1.48088449336988	-0.425566919215483	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.24241226278812	-0.734043089044752	-0.041955338856021
MG_433_X_MG_1530	-0.231100695597176	1.10103262352854	0.561215452399659	0.360896916171719	0.176101881409731	0.0276592471514225	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.636787309318438	0.696200963255773	0.123215091735482
MG_437_X_MG_1530	1.1498668756543	-0.824503475123489	0.128832005949817	0.321216726608599	-0.0632602228361276	-0.348585736044618	-2.78209764348868	-0.882128485218288	-1.59959865280154	1.14264332343257	-0.62999320428221	0.293763898548054
MG_438_X_MG_1530	1.1498668756543	-0.19890361978602	0.256865548704142	1.86874411957026	-0.85863134783027	0.848293607555356	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.373373631458367	0.879739329632824	-0.705897408999227
MG_439_X_MG_1530	-1.33587475259842	-0.405369294422929	-0.157622027323278	-1.42471161416862	-0.621477381077471	0.0218559826291315	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.277408450246432	0.398269709365693	-0.189497774386118
MG_443_X_MG_1530	-0.507294209847488	-0.490436696848411	-0.532114134553956	-0.154945548148806	0.0614995455207932	-0.677833069435026	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.480661710687914	-0.493958981227032	0.320165365876016
MG_447_X_MG_1530	1.84035066128012	-0.759226059269658	-0.83946670107211	1.82906393000714	0.116040541598999	-1.72015603251747	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.512734201216827	-0.780668831433406	1.40939245237322
MG_455_X_MG_1530	0.459383090028565	0.700506937108479	0.230201902839732	0.360896916171764	0.423413280630609	1.21719658184818	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.232984811694279	0.0723673340486317	-0.990783461095748
MG_477_X_MG_1530	1.2879636327795	1.18964450105505	-0.547848087744215	1.23386108656038	1.35164067797563	0.591587080693788	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.410272856605054	-0.573845403546913	-0.836133314101114
MG_486_X_MG_1530	-3.1311325952254	-1.24911373611226	-2.28038453636622	-1.82151350979983	-0.604916349879604	-1.21547035612634	-2.78209764348868	-0.882128485218288	-1.59959865280154	-2.22317635422304	-0.353590475333838	0.0228330858980997
MG_511_X_MG_1530	0.321286332903444	-0.230803895695611	-1.23629861970271	-0.432706875090648	0.111624266612883	-0.343134184523668	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.85277795305827	-0.335305969453861	-0.342554401915754
MG_522_X_MG_1530	0.597479847153681	-0.135989186742171	0.0633739564178381	0.162495968356118	0.254711576162097	1.40435186269251	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.604523910196638	-0.42157651221327	-1.18582745101816
MG_552_X_MG_1530	-0.231100695597176	-1.44282356725872	-0.479627588415444	-0.0755851690225593	-1.05802616345207	0.306743513724009	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.208239219501329	0.0343648927969175	-0.577508464939017
MG_556_X_MG_1530	-1.88826178109904	0.929125581127019	1.29746837649348	-0.512067254216888	1.7330596277545	0.444439153753219	-2.78209764348868	-0.882128485218288	-1.59959865280154	-1.8925854412836	-1.17604736171771	0.0593723668733925
MG_569_X_MG_1530	-0.645390966972679	-0.124765016179563	0.903519014172429	-0.551747443780009	0.236163221220511	1.32284237462921	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.263467600636199	-0.391001911248651	-0.806433407141959
MG_574_X_MG_1530	-0.231100695597176	0.980520470092434	0.845507568440423	0.440257295297966	0.837659874325477	-0.128017720071907	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.71401065031437	-0.174166042567653	0.400591394657258
MG_576_X_MG_1530	0.597479847153756	0.877730692161599	0.154294586685138	-0.035904979459439	1.62640658684054	-0.157737468686128	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.803474516792423	-1.10570849444694	0.117735608500453
MG_579_X_MG_1530	1.84035066128012	-0.542422331073242	0.289894839752365	0.876739380492289	-1.39358945766436	-1.0612442050336	-2.78209764348868	-0.882128485218288	-1.59959865280154	1.45125152537195	1.2811457760054	1.15904390117555
MG_598_X_MG_1530	0.183189575778253	0.682784561603213	0.353431185077949	1.7497035508809	0.132159945298188	-0.512923635926223	-2.78209764348868	-0.882128485218288	-1.59959865280154	-1.44867850948852	0.401381488746216	0.568268288688573
MG_600_X_MG_1530	0.321286332903444	-1.34288295865385	-0.975667486703798	0.162495968356118	-1.99736785299264	0.846447114298299	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.255416631399742	1.37757074781204	-1.20260348128906
MG_606_X_MG_1530	NA	NA	NA	1.2735412761235	0.0524461817993158	-1.7189035534362	-2.78209764348868	-0.882128485218288	-1.59959865280154	NA	NA	NA
MG_610_X_MG_1530	-0.231100695597176	0.599245993486614	-1.52767702000475	-0.0755851690225593	1.21922603312334	0.165442815430936	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.208239219501329	-0.894896748951719	-0.914077224648591
MG_612_X_MG_1530	NA	NA	NA	-2.49607673237284	0.727252999673317	0.897445499494303	-2.78209764348868	-0.882128485218288	-1.59959865280154	NA	NA	NA
MG_614_X_MG_1530	-0.0930039384720595	-0.295490566290025	0.335054888603826	0.479937484861086	0.528520625299438	0.690814111200131	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.578946089848337	-0.86095010859113	-0.549971117093103
MG_615_X_MG_1530	-1.75016502397385	-1.39161949129347	-0.988278670558576	0.837059190929169	-0.321759518541184	0.60367721511525	-2.78209764348868	-0.882128485218288	-1.59959865280154	-2.99483471664414	-0.811086473054325	-1.02823456539223
MG_620_X_MG_1530	0.735576604278872	-0.0969999606305115	-0.761877893736889	0.400577105734839	0.753750649589827	0.2700774333331	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.541420050365045	-0.947424632253488	-0.668247593356403
MG_621_X_MG_1530	NA	NA	NA	-0.472387064653768	-1.97859868430181	1.46458271417395	-2.78209764348868	-0.882128485218288	-1.59959865280154	NA	NA	NA
MG_628_X_MG_1530	0.597479847153756	0.315931388643212	0.619587217670356	0.0434553996668015	0.782014809500813	-1.42812482956864	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.723729457012489	-0.646006490150691	1.80238472223341
MG_631_X_MG_1530	1.42606038990461	0.794435527286687	0.0908783478725611	-0.194625737711926	-0.320287427026358	0.973107758910057	-2.78209764348868	-0.882128485218288	-1.59959865280154	2.01748418639404	1.05208885020381	-0.867335639161706
MG_640_X_MG_1530	NA	NA	NA	0.162495968356118	-1.37018320023807	-0.807087597431794	-2.78209764348868	-0.882128485218288	-1.59959865280154	NA	NA	NA
MG_675_X_MG_1530	0.183189575778253	0.315931388643212	-0.33838232924188	-0.234305927275047	1.11500194345172	0.787183473570507	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.47651164829205	-1.0072016393411	-0.900433079734579
MG_690_X_MG_1530	NA	NA	NA	0.241856347482358	-0.312632550531034	1.11247403569572	-2.78209764348868	-0.882128485218288	-1.59959865280154	NA	NA	NA
MG_704_X_MG_1530	0.183189575778253	0.343401070676436	1.32509287446104	0.122815778793042	0.72798904520991	-0.880903363590492	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.120182370435522	-0.564068063979956	1.45673452846368
MG_721_X_MG_1530	1.97844741840524	1.36864049365874	1.36052429576736	0.202176157919283	-2.6230804137908	-1.99310780211505	-2.78209764348868	-0.882128485218288	-1.59959865280154	2.30923281545067	4.94318127274342	3.06656357717798
MG_732_X_MG_1530	-0.0930039384720595	2.76693592102777	0.967896105088327	-0.154945548148806	0.824926281596162	0.132865398680769	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.0459013431437355	1.27398023501453	0.203037692892138
MG_750_X_MG_1530	0.321286332903444	-0.517020260106403	0.172310563620568	0.122815778793042	-0.332652996987399	0.851502988692695	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.294856348598109	-0.0518174224062229	-0.742532739564431
MG_760_X_MG_1530	-0.231100695597176	-2.27153543513214	0.938830328965903	0.00377521010368125	-0.365775059383037	0.241456787848115	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.286641510941848	-1.51237107794248	0.089689061715945
MG_763_X_MG_1530	NA	NA	NA	-0.670788012469376	-1.88835946556664	-0.711245804563439	-2.78209764348868	-0.882128485218288	-1.59959865280154	NA	NA	NA
MG_770_X_MG_1530	-0.369197452722372	-1.39073337251824	-0.178880880107034	0.360896916171719	-0.717531362024822	1.02555696023665	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.810741733521048	-0.340531260386573	-1.01326677250673
MG_779_X_MG_1530	-2.02635853822416	0.633161910188363	0.941232459223917	-1.66279275154735	1.15739818331813	0.125699246278195	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.936800618414169	-0.801994997813827	0.198115183058394
MG_793_X_MG_1530	1.70225390415493	0.955709144385012	2.46478357539512	0.757698811802928	0.759933434570372	-0.138701002487967	-2.78209764348868	-0.882128485218288	-1.59959865280154	1.39795781327017	-0.106384415247773	1.1414878636524
MG_810_X_MG_1530	-0.921584481222916	0.363781802507598	-1.06995109933244	-0.670788012469376	0.135472151537751	0.597126560465063	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.498814579163366	0.131921448602211	-1.05716066790124
MG_812_X_MG_1530	0.0450928186531314	0.332590421618236	-0.0591346867429926	0.797379001366048	0.138784357777315	-0.813242574955447	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.713609863236776	0.10204816638841	0.696528211948883
MG_813_X_MG_1530	-0.507294209847488	0.140479871140656	-0.370570874699788	-0.154945548148806	0.0489131618104599	-0.400419439618832	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.480661710687914	0.0481113946928552	0.1138146615597
MG_822_X_MG_1530	-0.0930039384720595	0.512649756752162	-0.48395142288002	-2.05959464717851	0.451677440541547	-0.211901270894299	-2.78209764348868	-0.882128485218288	-1.59959865280154	2.00641217747509	-0.114173724288232	-0.120176645112298
MG_835_X_MG_1530	0.597479847153756	-0.609176612733947	-1.68982081242347	0.519617674424206	0.652617952408484	-0.779785875701861	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.249845540513743	-1.2514457301713	-0.13609181168435
MG_855_X_MG_1530	1.1498668756543	-0.0331994088113295	1.17327824215202	0.876739380492289	-1.1909560405333	-0.0250537389261828	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.589173785395713	1.46582683835112	0.445568138972168
MG_878_X_MG_1530	-0.7834877240978	-0.286629378537298	-0.541602549073332	-0.234305927275047	0.274363999850189	-1.59184723169788	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.753840133719562	-0.568526838621311	1.39937397154503
MG_885_X_MG_1530	1.70225390415493	3.02224214955929	1.50501243078934	1.51162241350218	2.51643320599757	-0.953048492992766	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.651645308543775	-0.404492974512489	1.63562207202705
MG_891_X_MG_1530	0.321286332903444	1.11521052393277	2.19682594510917	1.59098279262842	0.567825472675621	1.51426217561488	-2.78209764348868	-0.882128485218288	-1.59959865280154	-1.12909685871562	0.243134475284031	-0.454498093095207
MG_896_X_MG_1530	-1.33587475259842	-1.93126582543023	-1.34883842229263	-0.908869149848097	-2.42331757540068	-0.0203495775331062	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.794620255640364	1.42710667637205	-0.680908887094336
MG_909_X_MG_1530	0.183189575778253	-0.070416397372519	-0.136243068026593	-0.432706875090648	0.00960831443427785	-0.166530293719921	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.676401640267353	-0.0819534818037271	-0.00525969198782621
MG_911_X_MG_1530	-1.05968123834811	-2.3264747991986	-1.71960722762336	-0.472387064653768	-1.89778085205644	-0.26202037358692	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.871945874594711	0.319236904788109	-0.638271111383302
MG_917_X_MG_1530	-1.61206826684873	-1.74340864507391	-0.901922087781532	-1.02790971853741	-1.65488572782168	-0.496656909613705	-2.78209764348868	-0.882128485218288	-1.59959865280154	-1.0325782307839	0.53537386087405	-0.0399808159709479
MG_923_X_MG_1530	-0.921584481222991	1.45193565853365	0.263831726452498	-0.988229528974293	0.784664574492455	-1.34542831012581	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.181328047229496	0.264752417141663	1.50379165948728
MG_925_X_MG_1530	-1.19777799547323	-0.235234489571878	-1.1294038232193	-1.42471161416862	-0.27524142216826	-1.50391898135994	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.0979082627854377	0.119091762028563	0.967220558815909
MG_927_X_MG_1530	-1.88826178109904	-2.16697341965084	-2.18489985860858	-1.1866304767899	-1.39454631739188	0.720489895689179	-2.78209764348868	-0.882128485218288	-1.59959865280154	-1.2322620394242	-0.190284547505758	-1.60587817685931
MG_928_X_MG_1530	-0.645390966972679	-1.55112087084123	0.0807894007887221	0.638658243113567	0.108974501621241	1.20928303931777	-2.78209764348868	-0.882128485218288	-1.59959865280154	-1.42551281036499	-1.43264003684615	-1.04327976799684
MG_946_X_MG_1530	1.01177011852918	0.856463841555205	0.435463933390502	0.718018622239808	-0.865255760309399	-1.05246375055169	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.573342766697355	1.81638284400465	1.22195556302168
MG_952_X_MG_1530	0.597479847153756	0.264853044747752	-0.589525047721499	0.718018622239808	0.27178783958881	-0.13799757648526	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.0546843451359961	-0.109946799419873	-0.236640306966451
MG_959_X_MG_1530	1.70225390415493	-1.27199345663261	-0.929546585749181	0.718018622239808	-1.77633328993903	-0.222925312657515	-2.78209764348868	-0.882128485218288	-1.59959865280154	1.43777346929966	1.13549059641731	-0.312775237164642
MG_977_X_MG_1530	0.321286332903444	1.23572267736887	0.536353404228799	1.5513026030653	1.43098641870618	-0.232564409723715	-2.78209764348868	-0.882128485218288	-1.59959865280154	-1.09154365873639	-0.62297658714995	0.364583301681852
MG_991_X_MG_1530	-0.507294209847488	-1.88868083224401	-1.87454462926787	-0.472387064653768	-1.14878061441619	0.360028033428797	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.165949159820924	-0.249300889604021	-1.21593286473808
MG_1303_X_MG_1530	0.183189575778253	0.110351832781635	1.72997192945616	0.360896916171719	1.181246068243	0.989066736346397	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.114924036710808	-1.23962343413196	-0.226591176023941
MG_1315_X_MG_1530	1.70225390415493	-0.083708179001518	0.369285244781053	0.638658243113567	-0.714219155785259	-0.725666037618864	-2.78209764348868	-0.882128485218288	-1.59959865280154	1.51756801392967	0.795095963424901	0.807384972750954
MG_1000_X_MG_1530	-0.921584481222916	1.27648414103109	0.322683917774816	-1.42471161416862	0.138121916529393	2.24362701216809	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.261092112136466	0.88828358557349	-1.62309804200108
MG_53_X_MG_1530	0.459383090028565	-0.96451024161552	-0.107177291904086	-0.432706875090648	-0.499588191461483	0.0253731126426378	-2.78209764348868	-0.882128485218288	-1.59959865280154	1.0291542658491	-0.234572509886593	-0.170365107209758
MG_56_X_MG_1530	0.735576604278872	0.799752239938286	0.730325422566723	0.0434553996668015	0.55303095147223	-0.742416369308241	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.898644611165783	0.00354363879175518	1.00143015140809
MG_96_X_MG_1530	0.597479847153756	-0.182067363055993	1.06326067633313	0.598978053550447	0.404864925689024	0.709015259020105	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.171620932157988	-0.630138792406894	-0.26592055599521
MG_134_X_MG_1530	-0.369197452722372	-0.0881387728778788	1.81945128156877	0.360896916171719	-1.40912002484598	0.102442224063826	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.810741733521048	1.71440087668036	0.605180960928702
MG_508_X_MG_1530	-0.231100695597176	-0.492799679658386	0.45191852565815	-0.0755851690225593	0.471109050038709	1.94322014488855	-2.78209764348868	-0.882128485218288	-1.59959865280154	-0.208239219501329	-0.958527291962732	-1.39411211414239
MG_568_X_MG_1530	1.84035066128012	-0.0305410524856276	-0.45356447511558	2.10682525694899	-0.0508946528750854	-1.3789768846492	-2.78209764348868	-0.882128485218288	-1.59959865280154	0.244655199597909	0.0231814626521457	1.16907680734781
